Date,Ticker,Price,Score,Position,Ret,StratRet,Equity,Action
1999-01-04,MSFT,21.57297134399414,0.5,,0.0,,,HOLD
1999-01-05,MSFT,22.414470672607422,0.5,,0.039007112891175755,,,HOLD
1999-01-06,MSFT,23.141223907470703,0.5,,0.03242339493439128,,,HOLD
1999-01-07,MSFT,23.026466369628906,0.5,,-0.004959009009231741,,,HOLD
1999-01-08,MSFT,22.930843353271484,0.5,0.0,-0.004152743839304196,-0.0,1.0,HOLD
1999-01-11,MSFT,22.567481994628906,0.5,0.0,-0.015845965760816094,-0.0,1.0,HOLD
1999-01-12,MSFT,21.75465965270996,0.5,0.0,-0.03601741399915148,-0.0,1.0,HOLD
1999-01-13,MSFT,22.003292083740234,0.5,0.0,0.01142892764122383,0.0,1.0,HOLD
1999-01-14,MSFT,21.687726974487305,0.5,0.0,-0.014341722504612076,-0.0,1.0,HOLD
1999-01-15,MSFT,22.911720275878906,0.5,0.0,0.056437140823077714,0.0,1.0,HOLD
1999-01-19,MSFT,23.81060028076172,0.5,0.0,0.039232322761427074,0.0,1.0,HOLD
1999-01-20,MSFT,24.881603240966797,0.5,0.0,0.04498009069810882,0.0,1.0,HOLD
1999-01-21,MSFT,24.22178077697754,0.5,0.0,-0.026518486674639963,-0.0,1.0,HOLD
1999-01-22,MSFT,23.906221389770508,0.5,0.0,-0.013027918554484041,-0.0,1.0,HOLD
1999-01-25,MSFT,24.766841888427734,0.5,0.0,0.035999854792003516,0.0,1.0,HOLD
1999-01-26,MSFT,26.249034881591797,0.5,0.0,0.05984586165007233,0.0,1.0,HOLD
1999-01-27,MSFT,25.799589157104492,0.5,0.0,-0.017122371413453297,-0.0,1.0,HOLD
1999-01-28,MSFT,26.621967315673828,0.5,0.0,0.03187563001726623,0.0,1.0,HOLD
1999-01-29,MSFT,26.774961471557617,0.5,0.0,0.00574691397031768,0.0,1.0,HOLD
1999-02-01,MSFT,26.459415435791016,0.3776985436792822,0.0,-0.011785116333474455,-0.0,1.0,SELL
1999-02-02,MSFT,25.646591186523438,0.42384613982215885,0.0,-0.030719660124013615,-0.0,1.0,HOLD
1999-02-03,MSFT,25.522279739379883,0.4367679241685408,0.0,-0.004847094346358105,-0.0,1.0,HOLD
1999-02-04,MSFT,24.336528778076172,0.4978868930114577,0.0,-0.04645944537133739,-0.0,1.0,HOLD
1999-02-05,MSFT,24.479961395263672,0.4942824410584977,0.0,0.005893717156438161,0.0,1.0,HOLD
1999-02-08,MSFT,25.283218383789062,0.45908864980263486,0.0,0.032812837224522884,0.0,1.0,HOLD
1999-02-09,MSFT,24.489534378051758,0.5048410467864726,0.0,-0.031391731609856866,-0.0,1.0,HOLD
1999-02-10,MSFT,24.575592041015625,0.5085843419309674,0.0,0.00351405876630273,0.0,1.0,HOLD
1999-02-11,MSFT,24.900720596313477,0.49772833076699924,0.0,0.013229734394810233,0.0,1.0,HOLD
1999-02-12,MSFT,24.13572120666504,0.5685429088857618,0.0,-0.030721977972062997,-0.0,1.0,HOLD
1999-02-16,MSFT,23.906221389770508,0.5990439673886822,0.0,-0.009508720080473765,-0.0,1.0,HOLD
1999-02-17,MSFT,22.949968338012695,0.6658922501442437,0.0,-0.04000017552614965,-0.0,1.0,BUY
1999-02-18,MSFT,22.29971694946289,0.6794881643165218,0.0,-0.02833343292560342,-0.0,1.0,BUY
1999-02-19,MSFT,22.605728149414062,0.6409779403926856,1.0,0.013722649513654206,-0.0002,0.9998,BUY
1999-02-22,MSFT,22.768291473388672,0.6207502462357266,1.0,0.007191244754432891,0.007191244754432891,1.006989806505482,BUY
1999-02-23,MSFT,23.781909942626953,0.5546195521573597,1.0,0.044518863895562255,0.044518863895562255,1.0518198486455181,HOLD
1999-02-24,MSFT,23.389850616455078,0.5709963131782964,1.0,-0.01648561142135785,-0.01648561142135785,1.0344799553354767,HOLD
1999-02-25,MSFT,23.485477447509766,0.5585595525930536,1.0,0.004088389986869556,0.004088389986869556,1.0387093128264875,HOLD
1999-02-26,MSFT,22.96909523010254,0.5838113320755768,0.0,-0.021987299111178138,-0.022187299111178137,1.0156631586132399,HOLD
1999-03-01,MSFT,23.21772575378418,0.5621822596094853,0.0,0.01082456758487349,0.0,1.0156631586132399,HOLD
1999-03-02,MSFT,22.730037689208984,0.593989226343926,0.0,-0.021004988591344254,-0.0,1.0156631586132399,HOLD
1999-03-03,MSFT,22.892602920532227,0.5743551185629451,0.0,0.007152000077871312,0.0,1.0156631586132399,HOLD
1999-03-04,MSFT,23.294235229492188,0.5323834953921492,0.0,0.017544195841519672,0.0,1.0156631586132399,HOLD
1999-03-05,MSFT,23.705419540405273,0.48877077272476416,0.0,0.01765176262977275,0.0,1.0156631586132399,HOLD
1999-03-08,MSFT,24.326969146728516,0.4251845574922369,0.0,0.026219726053100523,0.0,1.0156631586132399,HOLD
1999-03-09,MSFT,24.757280349731445,0.3713224837204354,0.0,0.017688648364188042,0.0,1.0156631586132399,SELL
1999-03-10,MSFT,24.690343856811523,0.38170069183598104,0.0,-0.002703709453314329,-0.0,1.0156631586132399,SELL
1999-03-11,MSFT,24.699905395507812,0.38265187300239867,0.0,0.00038725822336616034,0.0,1.0156631586132399,SELL
1999-03-12,MSFT,24.50865936279297,0.3966820946893756,-1.0,-0.007742784016882331,-0.0002,1.0154600259815172,SELL
1999-03-15,MSFT,25.37883949279785,0.3298591148895429,-1.0,0.0355050073169616,-0.0355050073169616,0.9794061103289614,SELL
1999-03-16,MSFT,25.866539001464844,0.3203791338374706,-1.0,0.01921677737886296,-0.01921677737886296,0.9605850811432717,SELL
1999-03-17,MSFT,25.570096969604492,0.5191699184358527,-1.0,-0.011460444392795033,0.011460444392795033,0.9715938130502626,HOLD
1999-03-18,MSFT,26.382915496826172,0.47685742747704324,-1.0,0.03178785470340162,-0.03178785470340162,0.9407089300902969,HOLD
1999-03-19,MSFT,26.191646575927734,0.4713956527033158,0.0,-0.007249726472476015,0.007049726472476015,0.947340670737649,HOLD
